No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,season
3460,2013,7,23,3,78.0,105.0,18.0,41.0,700.0,89.0,24.5,996.2,17.0,0.0,SW,1.2,Aotizhongxin,2013-07-23 03:00:00,Summer
3461,2013,7,23,4,52.0,105.0,14.0,30.0,400.0,73.0,23.9,996.4,17.6,0.0,SSW,1.2,Aotizhongxin,2013-07-23 04:00:00,Summer
3462,2013,7,23,5,35.0,45.0,8.0,30.0,300.0,57.0,22.9,996.7,18.9,0.0,WSW,0.9,Aotizhongxin,2013-07-23 05:00:00,Summer
3463,2013,7,23,6,45.0,89.0,7.0,36.0,400.0,43.0,22.1,996.7,18.9,0.0,SW,2.3,Aotizhongxin,2013-07-23 06:00:00,Summer
3464,2013,7,23,7,62.0,98.0,8.0,41.0,500.0,28.0,23.4,996.7,19.3,0.0,SW,1.9,Aotizhongxin,2013-07-23 07:00:00,Summer
3466,2013,7,23,9,32.0,57.0,6.0,37.0,400.0,65.0,27.4,995.6,19.5,0.0,WSW,1.4,Aotizhongxin,2013-07-23 09:00:00,Summer
3467,2013,7,23,10,21.0,25.0,5.0,29.0,300.0,99.0,28.7,995.3,17.6,0.0,WSW,2.9,Aotizhongxin,2013-07-23 10:00:00,Summer
3468,2013,7,23,11,20.0,25.0,5.0,27.0,300.0,119.0,29.4,994.5,19.1,0.0,WSW,2.9,Aotizhongxin,2013-07-23 11:00:00,Summer
3469,2013,7,23,12,22.0,51.0,4.0,30.0,300.0,131.0,30.0,993.9,18.8,0.0,SW,2.5,Aotizhongxin,2013-07-23 12:00:00,Summer
3470,2013,7,23,13,23.0,45.0,5.0,28.0,300.0,155.0,30.6,993.3,19.9,0.0,WSW,2.4,Aotizhongxin,2013-07-23 13:00:00,Summer
3471,2013,7,23,14,24.0,55.0,6.0,28.0,300.0,160.0,31.3,992.8,19.6,0.0,SW,2.2,Aotizhongxin,2013-07-23 14:00:00,Summer
3472,2013,7,23,15,28.0,66.0,5.0,29.0,300.0,163.0,30.8,991.9,21.0,0.0,WSW,3.5,Aotizhongxin,2013-07-23 15:00:00,Summer
3473,2013,7,23,16,28.0,51.0,5.0,29.0,300.0,160.0,30.2,991.6,21.0,0.0,WSW,3.1,Aotizhongxin,2013-07-23 16:00:00,Summer
3474,2013,7,23,17,28.0,51.0,5.0,29.0,300.0,149.0,29.6,991.7,21.3,0.0,SSW,2.0,Aotizhongxin,2013-07-23 17:00:00,Summer
3475,2013,7,23,18,30.0,83.0,7.0,32.0,300.0,135.0,28.6,992.5,21.4,0.0,SW,3.6,Aotizhongxin,2013-07-23 18:00:00,Summer
3476,2013,7,23,19,33.0,69.0,9.0,30.0,300.0,136.0,27.8,993.0,21.1,0.0,SW,2.0,Aotizhongxin,2013-07-23 19:00:00,Summer
3477,2013,7,23,20,30.0,73.0,5.0,38.0,300.0,114.0,27.3,993.2,21.3,0.0,SW,2.7,Aotizhongxin,2013-07-23 20:00:00,Summer
3478,2013,7,23,21,34.0,78.0,6.0,33.0,300.0,112.0,26.8,993.6,21.6,0.0,WSW,1.7,Aotizhongxin,2013-07-23 21:00:00,Summer
3479,2013,7,23,22,42.0,87.0,8.0,40.0,400.0,96.0,25.1,993.4,21.8,0.0,SW,0.4,Aotizhongxin,2013-07-23 22:00:00,Summer
3480,2013,7,23,23,47.0,95.0,7.0,38.0,400.0,86.0,23.6,993.2,22.0,0.0,WNW,0.4,Aotizhongxin,2013-07-23 23:00:00,Summer
3481,2013,7,24,0,53.0,87.0,5.0,51.0,400.0,53.0,22.8,993.1,21.8,0.0,SSW,0.0,Aotizhongxin,2013-07-24 00:00:00,Summer
3482,2013,7,24,1,58.0,111.0,5.0,66.0,500.0,26.0,22.9,993.6,22.1,0.0,N,1.4,Aotizhongxin,2013-07-24 01:00:00,Summer
3483,2013,7,24,2,63.0,110.0,4.0,69.0,600.0,13.0,22.9,993.6,21.9,0.0,NE,1.6,Aotizhongxin,2013-07-24 02:00:00,Summer
3484,2013,7,24,3,63.0,129.0,6.0,94.0,600.0,2.0,22.5,994.2,21.5,0.0,NE,1.3,Aotizhongxin,2013-07-24 03:00:00,Summer
3485,2013,7,24,4,69.0,111.0,5.0,75.0,500.0,2.0,22.0,994.4,21.3,0.0,NE,1.1,Aotizhongxin,2013-07-24 04:00:00,Summer
3486,2013,7,24,5,76.0,108.0,6.0,63.0,400.0,2.0,22.2,994.9,21.5,0.0,ENE,0.9,Aotizhongxin,2013-07-24 05:00:00,Summer
3487,2013,7,24,6,74.0,99.0,6.0,56.0,400.0,4.0,23.6,995.3,22.0,0.0,N,0.2,Aotizhongxin,2013-07-24 06:00:00,Summer
3488,2013,7,24,7,69.0,90.0,7.0,39.0,400.0,35.0,25.9,995.7,21.8,0.0,ESE,0.9,Aotizhongxin,2013-07-24 07:00:00,Summer
3489,2013,7,24,8,52.0,54.0,12.0,61.0,500.0,12.0,29.6,995.9,20.2,0.0,WSW,1.1,Aotizhongxin,2013-07-24 08:00:00,Summer
3490,2013,7,24,9,44.0,66.0,19.0,70.0,600.0,14.0,32.9,995.5,17.9,0.0,NW,1.4,Aotizhongxin,2013-07-24 09:00:00,Summer
3491,2013,7,24,10,37.0,68.0,17.0,67.0,700.0,34.0,35.2,995.1,17.0,0.0,NE,2.2,Aotizhongxin,2013-07-24 10:00:00,Summer
3492,2013,7,24,11,15.0,28.0,14.0,47.0,400.0,74.0,36.4,994.7,13.2,0.0,N,3.1,Aotizhongxin,2013-07-24 11:00:00,Summer
3493,2013,7,24,12,14.0,28.0,13.0,25.0,300.0,102.0,37.1,994.0,14.4,0.0,N,2.1,Aotizhongxin,2013-07-24 12:00:00,Summer
3494,2013,7,24,13,10.0,9.0,7.0,15.0,200.0,116.0,37.6,993.5,14.2,0.0,N,3.0,Aotizhongxin,2013-07-24 13:00:00,Summer
3495,2013,7,24,14,12.0,24.0,8.0,15.0,200.0,123.0,37.9,993.5,16.2,0.0,N,2.0,Aotizhongxin,2013-07-24 14:00:00,Summer
3496,2013,7,24,15,8.0,37.0,10.0,15.0,200.0,130.0,37.4,993.5,15.8,0.0,NNW,2.0,Aotizhongxin,2013-07-24 15:00:00,Summer
3497,2013,7,24,16,13.0,32.0,11.0,15.0,200.0,133.0,37.6,993.3,17.1,0.0,WNW,1.3,Aotizhongxin,2013-07-24 16:00:00,Summer
3498,2013,7,24,17,13.0,39.0,12.0,18.0,200.0,135.0,36.9,993.1,15.9,0.0,WNW,1.5,Aotizhongxin,2013-07-24 17:00:00,Summer
3499,2013,7,24,18,14.0,35.0,11.0,19.0,200.0,135.0,32.9,993.2,21.7,0.0,NW,0.0,Aotizhongxin,2013-07-24 18:00:00,Summer
3500,2013,7,24,19,14.0,39.0,10.0,26.0,900.0,114.0,28.4,993.9,19.9,0.0,NNE,0.1,Aotizhongxin,2013-07-24 19:00:00,Summer
3501,2013,7,24,20,19.0,54.0,8.0,39.0,400.0,88.0,26.0,994.8,21.4,0.0,W,0.7,Aotizhongxin,2013-07-24 20:00:00,Summer
3502,2013,7,24,21,27.0,94.0,9.0,84.0,600.0,18.0,25.2,995.3,19.8,0.0,NE,0.5,Aotizhongxin,2013-07-24 21:00:00,Summer
3503,2013,7,24,22,25.0,66.0,10.0,101.0,700.0,2.0,25.3,995.3,20.5,0.0,WNW,0.0,Aotizhongxin,2013-07-24 22:00:00,Summer
3504,2013,7,24,23,20.0,49.0,9.0,70.0,400.0,26.0,26.0,995.5,19.2,0.0,NE,0.9,Aotizhongxin,2013-07-24 23:00:00,Summer
3505,2013,7,25,0,22.0,70.0,10.0,88.0,400.0,2.0,25.0,995.5,19.1,0.0,N,0.1,Aotizhongxin,2013-07-25 00:00:00,Summer
3506,2013,7,25,1,22.0,70.0,8.0,83.0,400.0,2.0,23.0,995.6,20.1,0.0,NNE,0.1,Aotizhongxin,2013-07-25 01:00:00,Summer
3507,2013,7,25,2,17.0,40.0,8.0,65.0,300.0,2.0,22.6,995.4,19.4,0.0,ENE,0.7,Aotizhongxin,2013-07-25 02:00:00,Summer
3509,2013,7,25,4,21.0,49.0,6.0,41.0,200.0,2.0,22.9,996.1,18.4,0.0,N,0.6,Aotizhongxin,2013-07-25 04:00:00,Summer
3510,2013,7,25,5,19.0,64.0,6.0,56.0,300.0,2.0,23.1,996.4,19.3,0.0,ENE,1.1,Aotizhongxin,2013-07-25 05:00:00,Summer
3511,2013,7,25,6,15.0,48.0,5.0,53.0,200.0,2.0,25.0,996.3,19.6,0.0,NE,1.6,Aotizhongxin,2013-07-25 06:00:00,Summer
3512,2013,7,25,7,11.0,27.0,5.0,39.0,200.0,7.0,26.9,996.8,19.5,0.0,NE,2.1,Aotizhongxin,2013-07-25 07:00:00,Summer
3513,2013,7,25,8,15.0,71.0,6.0,50.0,300.0,4.0,29.0,997.1,19.9,0.0,NE,0.7,Aotizhongxin,2013-07-25 08:00:00,Summer
3514,2013,7,25,9,18.0,84.0,6.0,51.0,600.0,14.0,32.0,997.0,19.6,0.0,NNE,0.6,Aotizhongxin,2013-07-25 09:00:00,Summer
3515,2013,7,25,10,22.0,75.0,7.0,45.0,900.0,44.0,33.4,997.3,17.6,0.0,ENE,2.1,Aotizhongxin,2013-07-25 10:00:00,Summer
3516,2013,7,25,11,19.0,64.0,5.0,37.0,300.0,75.0,34.3,997.3,17.5,0.0,SSW,1.0,Aotizhongxin,2013-07-25 11:00:00,Summer
3518,2013,7,25,13,19.0,43.0,8.0,36.0,300.0,148.0,35.9,995.4,19.4,0.0,SSW,2.2,Aotizhongxin,2013-07-25 13:00:00,Summer
3519,2013,7,25,14,22.0,54.0,9.0,34.0,300.0,195.0,36.0,994.9,17.2,0.0,WSW,2.7,Aotizhongxin,2013-07-25 14:00:00,Summer
3520,2013,7,25,15,23.0,42.0,7.0,26.0,300.0,192.0,35.7,994.3,18.3,0.0,SW,2.2,Aotizhongxin,2013-07-25 15:00:00,Summer
3521,2013,7,25,16,23.0,71.0,10.0,28.0,300.0,196.0,35.5,994.4,19.0,0.0,SW,2.1,Aotizhongxin,2013-07-25 16:00:00,Summer
3522,2013,7,25,17,41.0,109.0,15.0,32.0,600.0,235.0,34.4,994.4,21.1,0.0,SSW,2.0,Aotizhongxin,2013-07-25 17:00:00,Summer
3523,2013,7,25,18,41.0,100.0,15.0,34.0,700.0,227.0,32.9,995.1,21.7,0.0,S,1.4,Aotizhongxin,2013-07-25 18:00:00,Summer
3524,2013,7,25,19,71.0,180.0,38.0,49.0,1800.0,266.0,31.3,995.9,22.3,0.0,S,2.1,Aotizhongxin,2013-07-25 19:00:00,Summer
3525,2013,7,25,20,70.0,169.0,30.0,58.0,1300.0,186.0,30.0,996.5,22.4,0.0,SSW,0.8,Aotizhongxin,2013-07-25 20:00:00,Summer
3526,2013,7,25,21,77.0,146.0,29.0,57.0,1700.0,132.0,28.8,997.1,22.3,0.0,SSW,1.3,Aotizhongxin,2013-07-25 21:00:00,Summer
3527,2013,7,25,22,70.0,139.0,25.0,67.0,1300.0,79.0,28.4,997.1,21.7,0.0,SSW,1.2,Aotizhongxin,2013-07-25 22:00:00,Summer
3528,2013,7,25,23,50.0,114.0,20.0,78.0,900.0,30.0,27.5,997.3,22.0,0.0,N,0.4,Aotizhongxin,2013-07-25 23:00:00,Summer
3529,2013,7,26,0,42.0,98.0,26.0,84.0,1000.0,2.0,26.3,997.8,21.3,0.0,NE,0.5,Aotizhongxin,2013-07-26 00:00:00,Summer
3530,2013,7,26,1,41.0,96.0,21.0,68.0,700.0,2.0,26.2,997.7,20.5,0.0,SE,1.4,Aotizhongxin,2013-07-26 01:00:00,Summer
3531,2013,7,26,2,34.0,79.0,17.0,56.0,400.0,6.0,25.9,997.4,20.7,0.0,E,0.9,Aotizhongxin,2013-07-26 02:00:00,Summer
3532,2013,7,26,3,27.0,57.0,23.0,53.0,400.0,12.0,26.1,997.7,20.7,0.0,NNE,1.5,Aotizhongxin,2013-07-26 03:00:00,Summer
3533,2013,7,26,4,31.0,81.0,31.0,53.0,700.0,3.0,25.7,997.8,21.6,0.0,NE,0.9,Aotizhongxin,2013-07-26 04:00:00,Summer
3534,2013,7,26,5,32.0,62.0,27.0,50.0,1000.0,6.0,25.7,997.8,20.9,0.0,NE,1.2,Aotizhongxin,2013-07-26 05:00:00,Summer
3535,2013,7,26,6,35.0,71.0,39.0,57.0,1500.0,2.0,26.0,997.9,20.6,0.0,NE,0.9,Aotizhongxin,2013-07-26 06:00:00,Summer
3536,2013,7,26,7,42.0,80.0,67.0,66.0,2300.0,2.0,26.7,998.0,20.5,0.0,NE,1.4,Aotizhongxin,2013-07-26 07:00:00,Summer
3537,2013,7,26,8,42.0,88.0,74.0,66.0,2300.0,5.0,26.1,998.6,20.7,0.0,SE,0.7,Aotizhongxin,2013-07-26 08:00:00,Summer
3538,2013,7,26,9,44.0,87.0,82.0,69.0,2100.0,8.0,24.6,998.9,22.7,1.1,NW,1.1,Aotizhongxin,2013-07-26 09:00:00,Summer
3539,2013,7,26,10,46.0,111.0,71.0,70.0,1900.0,10.0,24.3,999.1,22.9,0.2,SW,0.9,Aotizhongxin,2013-07-26 10:00:00,Summer
3540,2013,7,26,11,49.0,105.0,55.0,65.0,2000.0,22.0,23.8,999.1,22.4,0.8,ENE,1.7,Aotizhongxin,2013-07-26 11:00:00,Summer
3541,2013,7,26,12,56.0,120.0,22.0,64.0,2400.0,20.0,23.3,999.0,22.3,0.2,NE,1.6,Aotizhongxin,2013-07-26 12:00:00,Summer
3542,2013,7,26,13,39.0,47.0,7.0,60.0,1900.0,17.0,23.5,998.5,22.5,0.0,N,1.8,Aotizhongxin,2013-07-26 13:00:00,Summer
3543,2013,7,26,14,53.0,47.0,7.0,62.0,2000.0,23.0,24.1,997.7,22.5,0.0,N,1.4,Aotizhongxin,2013-07-26 14:00:00,Summer
3544,2013,7,26,15,79.0,84.0,10.0,58.0,2200.0,26.0,24.9,997.3,22.0,0.0,NE,2.3,Aotizhongxin,2013-07-26 15:00:00,Summer
3545,2013,7,26,16,68.0,84.0,9.0,61.0,1700.0,26.0,26.0,997.1,22.3,0.0,NNE,2.3,Aotizhongxin,2013-07-26 16:00:00,Summer
3546,2013,7,26,17,60.0,63.0,13.0,62.0,1400.0,24.0,25.7,996.8,22.2,0.0,NE,1.3,Aotizhongxin,2013-07-26 17:00:00,Summer
3547,2013,7,26,18,66.0,63.0,12.0,60.0,1500.0,36.0,25.6,997.1,21.7,0.0,N,1.2,Aotizhongxin,2013-07-26 18:00:00,Summer
3548,2013,7,26,19,67.0,76.0,13.0,68.0,1600.0,29.0,25.6,997.0,21.5,0.0,NE,0.8,Aotizhongxin,2013-07-26 19:00:00,Summer
3549,2013,7,26,20,67.0,76.0,13.0,68.0,1600.0,5.0,25.3,997.5,21.8,0.0,N,1.1,Aotizhongxin,2013-07-26 20:00:00,Summer
3550,2013,7,26,21,68.0,80.0,11.0,90.0,1500.0,2.0,25.1,997.5,23.0,0.0,W,0.0,Aotizhongxin,2013-07-26 21:00:00,Summer
3551,2013,7,26,22,67.0,80.0,10.0,87.0,1300.0,4.0,24.6,997.1,22.3,0.0,WSW,0.4,Aotizhongxin,2013-07-26 22:00:00,Summer
3552,2013,7,26,23,75.0,75.0,9.0,65.0,1100.0,20.0,24.5,997.1,22.4,0.0,ENE,0.0,Aotizhongxin,2013-07-26 23:00:00,Summer
3553,2013,7,27,0,86.0,106.0,8.0,66.0,1200.0,6.0,24.6,996.6,22.5,0.0,NE,0.4,Aotizhongxin,2013-07-27 00:00:00,Summer
3554,2013,7,27,1,91.0,106.0,8.0,62.0,1200.0,3.0,24.6,996.3,22.5,0.0,NE,1.4,Aotizhongxin,2013-07-27 01:00:00,Summer
3555,2013,7,27,2,91.0,78.0,8.0,62.0,1100.0,2.0,24.4,996.2,22.3,0.0,NE,1.1,Aotizhongxin,2013-07-27 02:00:00,Summer
3556,2013,7,27,3,91.0,95.0,9.0,65.0,1200.0,2.0,24.1,995.9,22.2,0.0,NNE,0.9,Aotizhongxin,2013-07-27 03:00:00,Summer
3557,2013,7,27,4,95.0,95.0,8.0,60.0,1100.0,2.0,24.2,995.8,22.5,0.0,NE,0.7,Aotizhongxin,2013-07-27 04:00:00,Summer
3558,2013,7,27,5,93.0,79.0,8.0,58.0,1000.0,4.0,24.3,995.6,23.1,0.4,NNE,0.7,Aotizhongxin,2013-07-27 05:00:00,Summer
3559,2013,7,27,6,92.0,73.0,7.0,49.0,1000.0,17.0,24.0,995.5,23.1,0.1,NE,0.2,Aotizhongxin,2013-07-27 06:00:00,Summer
3560,2013,7,27,7,90.0,73.0,6.0,49.0,1200.0,14.0,24.0,996.2,23.3,0.2,NE,0.9,Aotizhongxin,2013-07-27 07:00:00,Summer
3561,2013,7,27,8,89.0,54.0,5.0,47.0,1100.0,17.0,23.9,995.7,23.2,0.0,ENE,0.6,Aotizhongxin,2013-07-27 08:00:00,Summer
3562,2013,7,27,9,85.0,43.0,5.0,41.0,1000.0,31.0,24.1,995.7,23.4,0.1,NE,0.6,Aotizhongxin,2013-07-27 09:00:00,Summer
3563,2013,7,27,10,90.0,47.0,4.0,43.0,1300.0,33.0,24.4,995.3,23.7,0.0,NE,0.9,Aotizhongxin,2013-07-27 10:00:00,Summer
3564,2013,7,27,11,90.0,61.0,5.0,49.0,1300.0,19.0,24.9,994.8,23.7,0.0,ESE,0.7,Aotizhongxin,2013-07-27 11:00:00,Summer
3565,2013,7,27,12,90.0,58.0,5.0,49.0,1300.0,19.0,26.1,994.7,24.1,0.0,ENE,0.7,Aotizhongxin,2013-07-27 12:00:00,Summer
3566,2013,7,27,13,94.0,77.0,4.0,60.0,1400.0,11.0,26.8,994.3,23.7,0.0,NE,1.5,Aotizhongxin,2013-07-27 13:00:00,Summer
3567,2013,7,27,14,105.0,94.0,5.0,74.0,1500.0,4.0,26.9,993.9,23.8,0.0,NE,1.1,Aotizhongxin,2013-07-27 14:00:00,Summer
3568,2013,7,27,15,122.0,88.0,4.0,82.0,1700.0,13.0,27.5,993.9,24.1,0.0,NE,1.5,Aotizhongxin,2013-07-27 15:00:00,Summer
3569,2013,7,27,16,118.0,97.0,4.0,75.0,1600.0,25.0,27.3,993.9,23.8,0.0,NE,1.0,Aotizhongxin,2013-07-27 16:00:00,Summer
3570,2013,7,27,17,123.0,109.0,5.0,77.0,1200.0,30.0,26.8,994.7,23.7,0.0,N,1.1,Aotizhongxin,2013-07-27 17:00:00,Summer
3571,2013,7,27,18,131.0,107.0,5.0,75.0,1300.0,41.0,26.5,994.1,23.8,0.0,ENE,0.0,Aotizhongxin,2013-07-27 18:00:00,Summer
3572,2013,7,27,19,131.0,100.0,5.0,75.0,1400.0,30.0,25.3,994.6,23.9,0.0,E,0.0,Aotizhongxin,2013-07-27 19:00:00,Summer
3573,2013,7,27,20,134.0,114.0,4.0,90.0,1400.0,16.0,24.6,995.2,23.7,0.0,E,0.5,Aotizhongxin,2013-07-27 20:00:00,Summer
3574,2013,7,27,21,135.0,116.0,4.0,99.0,1500.0,4.0,24.5,995.2,23.8,0.0,W,0.5,Aotizhongxin,2013-07-27 21:00:00,Summer
3575,2013,7,27,22,137.0,103.0,5.0,112.0,1500.0,2.0,24.0,995.1,23.5,0.0,NE,0.6,Aotizhongxin,2013-07-27 22:00:00,Summer
3576,2013,7,27,23,137.0,119.0,5.0,105.0,1500.0,2.0,23.6,994.3,23.1,0.0,N,0.1,Aotizhongxin,2013-07-27 23:00:00,Summer
3577,2013,7,28,0,147.0,107.0,6.0,97.0,1800.0,2.0,23.4,994.3,23.1,0.0,NNE,0.2,Aotizhongxin,2013-07-28 00:00:00,Summer
3578,2013,7,28,1,149.0,151.0,6.0,97.0,1900.0,2.0,22.9,994.3,22.6,0.0,NNE,0.0,Aotizhongxin,2013-07-28 01:00:00,Summer
3579,2013,7,28,2,148.0,151.0,7.0,82.0,2800.0,2.0,22.8,994.2,22.6,0.0,NNE,0.6,Aotizhongxin,2013-07-28 02:00:00,Summer
3582,2013,7,28,5,100.0,24.0,3.0,52.0,2500.0,2.0,22.0,995.0,21.8,0.0,WNW,0.4,Aotizhongxin,2013-07-28 05:00:00,Summer
3583,2013,7,28,6,82.0,24.0,3.0,52.0,1900.0,2.0,23.4,995.3,23.4,0.0,SSW,0.4,Aotizhongxin,2013-07-28 06:00:00,Summer
3584,2013,7,28,7,63.0,40.0,3.0,58.0,1400.0,2.0,24.7,995.7,22.6,0.0,SE,0.7,Aotizhongxin,2013-07-28 07:00:00,Summer
3585,2013,7,28,8,61.0,28.0,7.0,56.0,1500.0,2.0,29.0,995.6,22.7,0.0,SW,0.6,Aotizhongxin,2013-07-28 08:00:00,Summer
3586,2013,7,28,9,53.0,53.0,9.0,47.0,1100.0,24.0,31.6,995.8,21.5,0.0,WSW,1.3,Aotizhongxin,2013-07-28 09:00:00,Summer
3587,2013,7,28,10,48.0,12.0,14.0,40.0,1000.0,51.0,33.4,995.7,20.5,0.0,SE,0.9,Aotizhongxin,2013-07-28 10:00:00,Summer
3588,2013,7,28,11,46.0,31.0,12.0,48.0,800.0,73.0,33.0,995.1,21.5,0.0,WSW,1.8,Aotizhongxin,2013-07-28 11:00:00,Summer
3589,2013,7,28,12,46.0,7.0,12.0,48.0,600.0,100.0,33.8,994.8,21.6,0.0,W,1.6,Aotizhongxin,2013-07-28 12:00:00,Summer
3590,2013,7,28,13,46.0,31.0,8.0,42.0,500.0,136.0,34.7,993.9,21.0,0.0,SW,2.2,Aotizhongxin,2013-07-28 13:00:00,Summer
3591,2013,7,28,14,56.0,25.0,7.0,34.0,400.0,214.0,36.2,993.8,22.4,0.0,SW,1.5,Aotizhongxin,2013-07-28 14:00:00,Summer
3592,2013,7,28,15,52.0,20.0,8.0,30.0,400.0,169.0,37.1,993.5,22.1,0.0,WSW,1.8,Aotizhongxin,2013-07-28 15:00:00,Summer
3593,2013,7,28,16,55.0,49.0,8.0,28.0,300.0,171.0,35.8,993.3,23.1,0.0,WSW,3.6,Aotizhongxin,2013-07-28 16:00:00,Summer
3594,2013,7,28,17,50.0,75.0,10.0,38.0,400.0,181.0,34.6,993.5,23.3,0.0,SW,2.2,Aotizhongxin,2013-07-28 17:00:00,Summer
3595,2013,7,28,18,43.0,55.0,7.0,39.0,400.0,167.0,32.6,993.7,22.4,0.0,SW,2.4,Aotizhongxin,2013-07-28 18:00:00,Summer
3596,2013,7,28,19,32.0,26.0,4.0,41.0,400.0,126.0,31.3,993.8,21.8,0.0,SW,1.6,Aotizhongxin,2013-07-28 19:00:00,Summer
3597,2013,7,28,20,30.0,34.0,4.0,50.0,400.0,97.0,30.6,994.7,22.8,0.0,SW,1.6,Aotizhongxin,2013-07-28 20:00:00,Summer
3598,2013,7,28,21,29.0,66.0,3.0,58.0,500.0,78.0,29.3,994.7,23.3,0.0,SSW,1.1,Aotizhongxin,2013-07-28 21:00:00,Summer
3599,2013,7,28,22,31.0,75.0,3.0,58.0,500.0,59.0,27.3,994.7,24.0,0.0,WSW,0.4,Aotizhongxin,2013-07-28 22:00:00,Summer
3600,2013,7,28,23,32.0,78.0,4.0,78.0,500.0,25.0,26.8,994.7,24.6,0.0,N,0.0,Aotizhongxin,2013-07-28 23:00:00,Summer
3601,2013,7,29,0,36.0,92.0,4.0,87.0,600.0,3.0,26.5,994.7,22.3,0.0,NE,0.8,Aotizhongxin,2013-07-29 00:00:00,Summer
3602,2013,7,29,1,41.0,105.0,3.0,94.0,800.0,2.0,26.5,994.5,22.8,0.0,NE,1.2,Aotizhongxin,2013-07-29 01:00:00,Summer
3603,2013,7,29,2,45.0,92.0,7.0,104.0,800.0,2.0,26.7,994.6,23.2,0.0,NE,0.7,Aotizhongxin,2013-07-29 02:00:00,Summer
3604,2013,7,29,3,45.0,92.0,7.0,104.0,900.0,2.0,26.2,994.6,23.3,0.0,NE,0.9,Aotizhongxin,2013-07-29 03:00:00,Summer
3605,2013,7,29,4,49.0,108.0,6.0,88.0,800.0,2.0,26.1,994.6,23.4,0.0,NNE,0.7,Aotizhongxin,2013-07-29 04:00:00,Summer
3606,2013,7,29,5,55.0,108.0,5.0,80.0,700.0,2.0,26.2,994.7,23.3,0.0,E,0.7,Aotizhongxin,2013-07-29 05:00:00,Summer
3607,2013,7,29,6,70.0,100.0,5.0,69.0,600.0,2.0,27.0,995.3,23.7,0.0,NNE,0.7,Aotizhongxin,2013-07-29 06:00:00,Summer
3608,2013,7,29,7,60.0,75.0,5.0,57.0,600.0,8.0,28.8,995.2,24.4,0.0,N,0.8,Aotizhongxin,2013-07-29 07:00:00,Summer
3609,2013,7,29,8,46.0,73.0,6.0,50.0,800.0,29.0,28.2,995.2,24.0,0.0,NE,1.2,Aotizhongxin,2013-07-29 08:00:00,Summer
3610,2013,7,29,9,50.0,95.0,5.0,57.0,800.0,37.0,28.4,995.6,25.0,0.0,ENE,0.1,Aotizhongxin,2013-07-29 09:00:00,Summer
3611,2013,7,29,10,70.0,142.0,6.0,55.0,600.0,50.0,27.5,995.9,25.5,0.0,NW,0.8,Aotizhongxin,2013-07-29 10:00:00,Summer
3612,2013,7,29,11,83.0,157.0,5.0,83.0,900.0,20.0,28.8,995.9,25.8,0.0,SW,0.9,Aotizhongxin,2013-07-29 11:00:00,Summer
3613,2013,7,29,12,90.0,138.0,4.0,106.0,1400.0,14.0,29.8,995.6,25.8,0.0,S,1.3,Aotizhongxin,2013-07-29 12:00:00,Summer
3614,2013,7,29,13,89.0,109.0,6.0,104.0,1200.0,23.0,29.8,994.8,22.5,0.0,SW,1.8,Aotizhongxin,2013-07-29 13:00:00,Summer
3615,2013,7,29,14,88.0,118.0,7.0,100.0,1000.0,50.0,30.4,993.6,24.8,0.0,SW,1.1,Aotizhongxin,2013-07-29 14:00:00,Summer
3616,2013,7,29,15,48.0,48.0,8.0,61.0,600.0,80.0,30.8,993.4,24.0,0.0,SSW,0.5,Aotizhongxin,2013-07-29 15:00:00,Summer
3617,2013,7,29,16,35.0,49.0,5.0,67.0,600.0,101.0,30.5,992.8,24.6,0.0,WSW,0.2,Aotizhongxin,2013-07-29 16:00:00,Summer
3618,2013,7,29,17,52.0,67.0,5.0,79.0,700.0,156.0,31.5,992.8,23.6,0.0,WSW,1.0,Aotizhongxin,2013-07-29 17:00:00,Summer
3619,2013,7,29,18,37.0,27.0,5.0,66.0,700.0,203.0,30.2,992.9,22.4,0.0,SW,1.4,Aotizhongxin,2013-07-29 18:00:00,Summer
3620,2013,7,29,19,43.0,78.0,4.0,88.0,800.0,150.0,27.9,993.5,22.8,0.0,WSW,1.4,Aotizhongxin,2013-07-29 19:00:00,Summer
3621,2013,7,29,20,58.0,127.0,4.0,116.0,1000.0,91.0,28.6,994.3,22.8,0.0,WSW,1.7,Aotizhongxin,2013-07-29 20:00:00,Summer
3622,2013,7,29,21,61.0,92.0,5.0,89.0,900.0,58.0,27.9,994.0,22.6,0.0,SW,3.6,Aotizhongxin,2013-07-29 21:00:00,Summer
3623,2013,7,29,22,71.0,139.0,4.0,90.0,900.0,31.0,27.3,994.2,23.1,0.0,SW,2.3,Aotizhongxin,2013-07-29 22:00:00,Summer
3624,2013,7,29,23,92.0,131.0,8.0,64.0,1100.0,39.0,26.7,993.2,22.8,0.0,WSW,1.2,Aotizhongxin,2013-07-29 23:00:00,Summer
3625,2013,7,30,0,97.0,131.0,6.0,60.0,1000.0,33.0,24.5,992.7,22.9,0.0,N,0.6,Aotizhongxin,2013-07-30 00:00:00,Summer
3626,2013,7,30,1,86.0,102.0,7.0,59.0,800.0,31.0,23.6,992.5,22.8,0.0,SSE,0.5,Aotizhongxin,2013-07-30 01:00:00,Summer
